# time(s)	x(m)	y(m)	z(m)	roll(deg)	pitch(deg)	yaw(deg)
9.531	-0.325	0.347	0.540	4.07	0.98	3.17
9.628	-0.376	0.342	0.542	4.23	0.62	3.13
9.726	-0.421	0.334	0.545	4.27	0.15	3.15
9.830	-0.471	0.313	0.547	4.11	-0.70	3.28
9.931	-0.516	0.282	0.548	4.22	-1.14	3.37
10.031	-0.564	0.248	0.551	3.80	-1.68	3.34
10.130	-0.604	0.213	0.551	3.62	-2.36	3.38
10.228	-0.635	0.173	0.548	3.12	-2.71	3.19
10.329	-0.660	0.129	0.544	2.76	-3.23	2.91
10.428	-0.683	0.081	0.541	2.50	-3.38	2.59
10.531	-0.702	0.032	0.541	1.95	-3.76	2.36
10.633	-0.717	-0.016	0.541	1.60	-3.81	2.21
10.730	-0.725	-0.069	0.544	1.06	-3.82	2.22
10.831	-0.727	-0.118	0.541	0.99	-3.85	2.12
10.930	-0.726	-0.170	0.538	0.23	-4.28	1.80
11.028	-0.724	-0.214	0.538	-0.33	-4.41	1.28
11.130	-0.713	-0.269	0.539	-0.95	-4.82	0.94
11.225	-0.701	-0.311	0.535	-1.40	-4.58	0.86
11.328	-0.678	-0.347	0.532	-1.73	-4.65	1.03
11.430	-0.659	-0.380	0.530	-2.10	-4.37	1.13
11.529	-0.630	-0.411	0.531	-2.37	-4.20	1.16
11.629	-0.596	-0.441	0.530	-3.20	-3.87	1.11
11.727	-0.549	-0.463	0.532	-3.39	-3.19	1.12
11.827	-0.498	-0.486	0.530	-3.67	-2.48	1.17
11.930	-0.452	-0.495	0.528	-3.92	-2.12	1.02
12.030	-0.397	-0.495	0.528	-4.00	-1.41	0.77
12.125	-0.361	-0.497	0.528	-3.86	-0.57	0.75
12.228	-0.311	-0.494	0.527	-4.21	-0.08	0.92
12.325	-0.265	-0.488	0.526	-4.50	0.19	1.12
12.429	-0.227	-0.484	0.524	-4.96	0.83	1.44
12.529	-0.198	-0.458	0.521	-5.17	1.20	1.67
12.625	-0.166	-0.437	0.521	-4.84	1.57	1.73
12.729	-0.133	-0.399	0.526	-4.41	1.77	1.53
12.828	-0.112	-0.359	0.534	-3.59	2.00	1.13
12.928	-0.088	-0.308	0.535	-3.03	2.50	0.73
13.029	-0.071	-0.255	0.535	-2.26	2.95	0.29
13.125	-0.061	-0.211	0.534	2.27	3.46	-0.18
13.228	-0.055	-0.167	0.531	10.59	2.90	-0.41
13.327	-0.050	-0.140	0.528	9.38	1.96	-0.83
13.429	-0.047	-0.130	0.524	7.60	0.46	-1.01
13.529	-0.042	-0.141	0.517	3.93	0.24	-1.29
13.627	-0.038	-0.162	0.510	1.14	-0.10	-1.33
13.725	-0.032	-0.179	0.510	-1.16	0.06	-1.24
13.828	-0.023	-0.190	0.513	-2.06	0.38	-0.91
13.925	-0.018	-0.201	0.516	-2.01	0.58	-0.34
14.025	-0.009	-0.203	0.520	-1.61	0.63	0.36
14.128	-0.002	-0.203	0.521	-0.96	0.69	1.03
14.226	0.004	-0.194	0.522	-0.33	0.58	1.55
14.331	0.009	-0.187	0.521	0.34	0.47	2.03
14.424	0.012	-0.183	0.515	0.66	0.43	2.42
14.527	0.015	-0.179	0.514	0.62	0.32	2.80
14.625	0.022	-0.179	0.514	0.42	0.32	3.11
14.729	0.025	-0.182	0.514	0.31	0.28	3.24
14.827	0.028	-0.182	0.517	-0.10	0.23	3.24
14.927	0.033	-0.189	0.517	-0.19	0.19	3.27
15.023	0.038	-0.186	0.511	-0.30	0.13	3.41
15.132	0.046	-0.188	0.501	-0.09	0.24	3.67
15.224	0.047	-0.188	0.489	-0.12	0.31	4.10
15.328	0.046	-0.185	0.471	0.12	0.30	4.59
15.430	0.043	-0.194	0.451	0.00	0.16	4.99
15.526	0.034	-0.220	0.430	-0.54	-0.14	5.30
15.624	0.032	-0.218	0.407	-0.91	-0.41	5.62
15.723	0.025	-0.220	0.383	-0.42	-0.24	5.93
15.828	0.026	-0.187	0.359	-0.79	-0.24	6.07
15.923	0.030	-0.178	0.334	0.25	0.00	6.24
16.027	0.036	-0.177	0.311	0.53	0.30	6.41
16.131	0.044	-0.164	0.289	0.81	0.43	6.67
16.230	0.051	-0.153	0.265	0.84	0.61	6.92
16.322	0.053	-0.150	0.244	0.98	0.78	7.12
16.426	0.047	-0.156	0.228	0.57	0.68	7.24
16.524	0.045	-0.165	0.207	-0.01	0.08	7.18
16.626	0.044	-0.171	0.193	-0.54	-0.38	6.65
16.724	0.055	-0.171	0.173	-0.87	-1.06	5.94
16.839	0.061	-0.169	0.148	-0.66	-0.24	5.25
16.923	0.063	-0.165	0.120	-0.11	0.63	4.58
17.028	0.065	-0.160	0.094	0.30	0.50	3.93
