# time(s)	x(m)	y(m)	z(m)	roll(deg)	pitch(deg)	yaw(deg)
13.224	-0.036	-0.112	0.512	9.58	2.26	-1.90
13.322	-0.035	-0.090	0.512	8.95	1.27	-2.14
13.420	-0.032	-0.092	0.515	5.58	0.22	-2.30
13.523	-0.030	-0.112	0.517	2.48	-0.21	-2.45
13.622	-0.031	-0.128	0.515	-0.36	-0.16	-2.52
13.726	-0.032	-0.147	0.513	-1.85	-0.30	-2.56
13.824	-0.028	-0.160	0.515	-2.49	-0.02	-2.45
13.922	-0.018	-0.171	0.518	-2.14	0.10	-2.16
14.026	-0.012	-0.175	0.517	-1.64	0.46	-1.87
14.121	-0.003	-0.174	0.516	-0.84	0.51	-1.65
14.225	0.002	-0.170	0.515	-0.16	0.76	-1.54
14.325	0.008	-0.168	0.511	0.27	0.65	-1.51
14.421	0.009	-0.165	0.510	0.36	0.60	-1.50
14.524	0.011	-0.168	0.508	0.31	0.35	-1.49
14.622	0.013	-0.171	0.508	0.15	0.22	-1.44
14.724	0.017	-0.173	0.509	-0.02	0.02	-1.29
14.820	0.027	-0.180	0.509	-0.25	0.06	-1.17
14.924	0.032	-0.182	0.505	-0.41	0.36	-1.04
15.027	0.035	-0.182	0.499	-0.42	0.48	-0.90
15.123	0.031	-0.185	0.490	-0.31	0.44	-0.70
15.222	0.033	-0.185	0.474	-0.35	0.27	-0.50
15.320	0.030	-0.189	0.458	-0.15	0.07	-0.31
15.423	0.019	-0.184	0.440	-0.15	0.09	-0.19
15.522	0.017	-0.176	0.417	-0.03	-0.30	-0.12
15.624	0.010	-0.155	0.395	0.14	-0.44	-0.15
15.723	0.009	-0.147	0.370	0.81	-0.70	-0.29
15.821	0.014	-0.142	0.346	0.98	-0.53	-0.50
15.924	0.011	-0.150	0.323	0.93	-0.06	-0.64
16.024	0.015	-0.164	0.299	0.25	0.01	-0.61
16.122	0.021	-0.174	0.278	-0.36	0.16	-0.46
16.221	0.020	-0.181	0.255	-0.61	0.30	-0.03
16.320	0.024	-0.187	0.237	-0.82	0.28	0.61
16.423	0.024	-0.187	0.219	-0.80	0.37	1.11
16.521	0.026	-0.192	0.199	-0.64	0.10	1.31
16.624	0.028	-0.201	0.178	-0.44	-0.02	1.42
16.722	0.031	-0.190	0.154	-1.30	-0.01	1.42
16.823	0.032	-0.186	0.127	-0.07	0.03	1.33
16.920	0.034	-0.180	0.108	0.30	0.21	1.12
