# time(s)	x(m)	y(m)	z(m)	roll(deg)	pitch(deg)	yaw(deg)
5.032	-0.081	0.018	0.110	0.38	-10.39	0.53
5.134	-0.075	0.005	0.119	-1.68	-5.54	0.12
5.235	-0.060	-0.004	0.125	-2.35	-0.93	-0.37
5.338	-0.041	-0.011	0.141	-1.92	2.47	-0.91
5.433	-0.027	-0.013	0.165	-1.19	3.41	-1.41
5.535	-0.017	-0.014	0.195	-0.59	3.22	-2.04
5.632	-0.018	-0.012	0.232	0.12	2.01	-2.53
5.735	-0.023	-0.004	0.271	0.49	0.75	-2.66
5.833	-0.031	-0.008	0.306	1.00	-0.40	-2.69
5.935	-0.032	-0.015	0.340	0.62	-0.90	-2.64
6.036	-0.030	-0.023	0.371	0.08	-0.72	-2.55
6.135	-0.027	-0.032	0.406	-0.51	-0.46	-2.45
6.236	-0.017	-0.037	0.435	-0.88	0.02	-2.39
6.332	-0.011	-0.044	0.462	-0.73	0.31	-2.31
6.431	-0.002	-0.048	0.487	-0.71	0.70	-2.14
6.535	0.008	-0.052	0.506	-0.50	0.80	-1.90
6.634	0.015	-0.058	0.521	-0.30	0.85	-1.76
6.732	0.025	-0.059	0.532	-0.32	0.70	-1.61
6.833	0.032	-0.065	0.541	-0.09	0.63	-1.50
6.935	0.038	-0.072	0.545	-0.18	0.43	-1.47
7.033	0.046	-0.072	0.549	-0.16	0.35	-1.38
7.134	0.051	-0.074	0.550	-0.24	0.41	-1.25
7.235	0.055	-0.082	0.554	-0.23	0.32	-1.02
7.334	0.066	-0.088	0.553	-0.27	0.29	-0.82
7.435	0.072	-0.091	0.553	-0.21	0.33	-0.60
7.537	0.071	-0.096	0.553	-0.27	0.50	-0.42
7.633	0.075	-0.103	0.552	-0.22	0.27	-0.29
7.732	0.074	-0.112	0.553	-0.34	0.20	-0.25
7.832	0.073	-0.118	0.554	-0.39	-0.00	-0.26
7.935	0.075	-0.118	0.553	-0.41	0.08	-0.26
8.040	0.074	-0.122	0.554	-0.28	-0.14	-0.18
8.130	0.068	-0.118	0.553	-9.36	-0.04	-0.11
8.234	0.070	-0.119	0.560	-10.84	0.86	0.26
8.333	0.064	-0.091	0.561	-10.06	2.22	0.58
8.430	0.055	-0.048	0.559	-6.43	3.41	0.67
8.535	0.046	0.005	0.547	-2.76	4.41	0.54
8.635	0.038	0.050	0.542	0.14	4.66	0.19
8.738	0.014	0.098	0.539	2.18	4.60	-0.18
8.831	-0.009	0.140	0.539	3.14	3.91	-0.48
8.930	-0.038	0.184	0.541	3.72	3.76	-0.59
9.034	-0.069	0.209	0.544	3.93	3.40	-0.51
9.129	-0.127	0.242	0.546	3.34	2.97	-0.41
9.233	-0.170	0.261	0.546	3.31	2.18	-0.38
9.333	-0.212	0.274	0.546	3.53	1.90	-0.34
9.434	-0.268	0.284	0.545	3.77	1.56	-0.30
9.532	-0.321	0.282	0.546	4.11	0.78	-0.15
9.633	-0.372	0.283	0.548	3.99	0.06	0.06
9.733	-0.419	0.277	0.546	4.65	-0.53	0.42
9.830	-0.470	0.263	0.545	4.72	-0.79	0.82
9.932	-0.526	0.238	0.545	4.56	-1.09	0.71
10.031	-0.575	0.204	0.547	3.97	-1.98	0.29
10.130	-0.614	0.170	0.547	3.27	-2.42	0.00
10.228	-0.646	0.139	0.546	3.18	-3.17	-0.09
10.330	-0.668	0.104	0.539	2.81	-3.00	-0.04
10.432	-0.698	0.056	0.530	2.49	-2.53	0.23
10.531	-0.715	0.012	0.536	2.69	-3.73	0.57
10.628	-0.728	-0.034	0.549	2.24	-3.68	0.93
10.731	-0.734	-0.079	0.555	1.56	-4.07	1.28
10.832	-0.733	-0.127	0.555	0.87	-4.06	1.59
10.932	-0.730	-0.174	0.549	0.08	-4.37	1.61
11.031	-0.730	-0.220	0.544	-0.15	-4.45	1.35
11.131	-0.721	-0.279	0.536	-0.47	-4.90	0.92
11.229	-0.704	-0.325	0.530	-1.42	-4.64	0.39
11.333	-0.679	-0.364	0.525	-1.98	-4.31	-0.10
11.433	-0.660	-0.392	0.525	-2.55	-3.84	-0.40
11.533	-0.620	-0.430	0.524	-2.58	-3.62	-0.57
11.631	-0.580	-0.453	0.523	-3.12	-3.22	-0.73
11.732	-0.548	-0.475	0.524	-3.07	-2.90	-0.79
11.832	-0.481	-0.501	0.526	-3.36	-2.53	-0.64
11.929	-0.454	-0.506	0.528	-3.82	-1.58	-0.59
12.033	-0.403	-0.510	0.531	-4.18	-1.17	-0.43
12.132	-0.360	-0.508	0.533	-4.48	-0.85	-0.37
12.230	-0.317	-0.507	0.531	-4.34	-0.42	-0.42
12.332	-0.276	-0.501	0.530	-4.38	-0.04	-0.68
12.430	-0.233	-0.480	0.528	-4.33	0.50	-0.96
12.528	-0.196	-0.454	0.527	-3.92	1.05	-0.93
12.630	-0.162	-0.434	0.526	-4.07	1.67	-0.45
12.729	-0.129	-0.401	0.523	-3.87	1.85	0.20
12.833	-0.102	-0.372	0.523	-4.01	2.78	0.69
12.936	-0.080	-0.337	0.521	-3.73	3.29	0.88
13.031	-0.062	-0.296	0.519	-3.04	3.48	1.10
13.130	-0.056	-0.260	0.517	2.05	3.76	1.27
13.231	-0.049	-0.212	0.520	9.67	3.29	1.69
13.331	-0.044	-0.186	0.522	8.97	1.93	1.98
13.431	-0.042	-0.172	0.521	7.03	0.77	2.10
13.532	-0.039	-0.181	0.513	4.18	-0.05	1.99
13.628	-0.038	-0.198	0.507	1.09	-0.35	1.87
13.731	-0.032	-0.210	0.506	-1.16	-0.36	1.90
13.828	-0.025	-0.224	0.506	-1.95	-0.10	2.06
13.926	-0.018	-0.229	0.508	-2.19	0.24	2.26
14.030	-0.008	-0.233	0.515	-1.58	0.47	2.37
14.129	0.007	-0.231	0.515	-1.00	0.73	2.39
14.419	0.013	-0.225	0.517	-0.35	0.88	2.38
14.419	0.022	-0.219	0.518	0.15	0.88	2.35
14.431	0.028	-0.212	0.517	0.40	0.74	2.41
14.528	0.033	-0.211	0.517	0.62	0.60	2.53
14.631	0.038	-0.207	0.515	0.47	0.46	2.69
14.730	0.041	-0.205	0.515	0.29	0.32	2.79
14.829	0.044	-0.205	0.514	0.16	0.18	2.82
14.928	0.052	-0.206	0.512	0.02	0.20	2.81
15.028	0.057	-0.205	0.507	0.09	0.29	2.77
15.128	0.065	-0.204	0.501	0.03	0.46	2.60
15.226	0.064	-0.208	0.487	0.03	0.39	2.39
15.331	0.066	-0.208	0.470	0.06	0.20	2.15
15.428	0.065	-0.212	0.453	0.05	0.15	2.00
15.527	0.051	-0.241	0.432	0.16	0.15	1.97
15.624	0.055	-0.243	0.410	-0.69	-0.33	2.17
15.727	0.059	-0.240	0.388	-0.67	-0.31	2.53
15.830	0.065	-0.266	0.364	-0.43	-0.16	2.98
15.927	0.072	-0.259	0.340	-0.99	0.14	3.47
16.031	0.069	-0.280	0.315	-0.54	0.33	3.95
16.141	0.078	-0.280	0.294	-0.98	0.16	4.32
16.228	0.060	-0.260	0.271	-0.76	0.41	4.69
16.325	0.065	-0.239	0.251	-0.03	-0.23	5.06
16.429	0.069	-0.225	0.232	0.96	-0.10	5.20
16.527	0.072	-0.213	0.209	1.29	-0.12	5.11
16.626	0.075	-0.206	0.184	1.52	0.59	4.79
16.729	0.080	-0.205	0.162	0.78	0.50	4.28
16.828	0.083	-0.202	0.139	0.27	-0.11	3.96
16.932	0.085	-0.202	0.117	0.55	1.66	4.20
17.030	0.083	-0.198	0.102	0.14	-0.35	4.23
