# time(s)	x(m)	y(m)	z(m)	roll(deg)	pitch(deg)	yaw(deg)
14.810	-0.658	-0.191	0.520	-0.73	-0.98	1.27
14.911	-0.636	-0.200	0.520	-0.80	-0.83	1.12
15.010	-0.612	-0.214	0.520	-0.83	-1.03	0.97
15.106	-0.591	-0.227	0.517	-1.07	-0.67	0.93
15.210	-0.562	-0.240	0.516	-1.11	-0.81	0.86
15.308	-0.536	-0.250	0.515	-1.24	-0.59	0.77
15.411	-0.511	-0.263	0.514	-1.44	-0.56	0.70
15.510	-0.485	-0.265	0.513	-1.44	-0.54	0.58
15.608	-0.461	-0.264	0.512	-1.44	-0.40	0.47
15.709	-0.431	-0.267	0.511	-1.06	-0.59	0.35
15.808	-0.406	-0.267	0.511	-1.09	-0.36	0.15
15.910	-0.374	-0.264	0.509	-1.15	-0.15	0.06
16.006	-0.345	-0.265	0.510	-1.01	0.08	0.05
16.110	-0.324	-0.261	0.508	-1.52	0.26	0.10
16.210	-0.298	-0.261	0.508	-1.49	0.17	0.24
16.310	-0.271	-0.258	0.509	-1.73	0.15	0.24
16.409	-0.241	-0.249	0.509	-1.65	0.12	0.10
16.510	-0.216	-0.244	0.510	-1.51	0.21	-0.11
16.610	-0.182	-0.235	0.509	-1.56	0.31	-0.26
16.709	-0.158	-0.217	0.509	-1.38	0.58	-0.31
16.811	-0.135	-0.198	0.507	-1.26	1.00	-0.22
16.910	-0.114	-0.187	0.507	-1.04	0.98	-0.07
17.010	-0.090	-0.176	0.505	-1.14	0.79	0.19
17.107	-0.072	-0.161	0.502	-1.26	0.95	0.50
17.209	-0.055	-0.143	0.498	-1.34	0.94	0.76
17.310	-0.036	-0.124	0.488	-1.63	1.08	1.00
17.407	-0.022	-0.103	0.482	-1.64	1.29	1.12
17.506	-0.009	-0.080	0.492	-0.93	1.29	0.76
17.610	0.001	-0.050	0.506	-0.81	1.02	0.37
17.709	0.007	-0.027	0.521	-0.19	0.71	0.01
17.810	0.018	-0.005	0.530	-0.12	0.83	0.05
17.908	0.020	0.016	0.531	2.21	0.90	0.29
18.009	0.026	0.037	0.529	4.72	1.12	0.47
18.108	0.033	0.053	0.525	4.54	0.82	0.57
18.208	0.038	0.056	0.516	3.21	0.64	0.52
18.309	0.047	0.050	0.506	1.74	0.39	0.20
18.410	0.052	0.043	0.500	0.16	0.49	-0.23
18.507	0.060	0.031	0.498	-0.65	0.43	-0.68
18.605	0.069	0.025	0.499	-1.13	0.44	-1.12
18.709	0.076	0.025	0.502	-0.97	0.41	-1.49
18.809	0.085	0.024	0.506	-0.67	0.50	-1.56
18.908	0.091	0.032	0.510	-0.30	0.49	-1.27
19.009	0.095	0.039	0.509	0.18	0.65	-0.80
19.105	0.098	0.046	0.506	0.45	0.52	-0.36
19.209	0.101	0.050	0.503	0.50	0.52	0.02
19.304	0.104	0.058	0.499	0.54	0.49	0.35
19.410	0.104	0.063	0.498	0.63	0.36	0.65
19.508	0.108	0.065	0.497	0.40	0.30	0.91
19.609	0.111	0.064	0.498	0.29	0.15	1.17
19.706	0.113	0.065	0.495	0.00	0.07	1.39
19.807	0.115	0.068	0.492	-0.13	0.12	1.56
19.908	0.116	0.075	0.483	-0.12	-0.11	1.67
20.006	0.114	0.085	0.469	-0.06	0.07	1.75
20.106	0.119	0.095	0.453	0.37	0.08	1.77
20.208	0.122	0.113	0.438	0.69	0.35	1.65
20.308	0.127	0.119	0.417	0.95	0.33	1.48
20.407	0.127	0.120	0.398	0.81	0.26	1.13
20.507	0.130	0.134	0.376	0.68	0.03	0.76
20.608	0.133	0.134	0.354	0.72	0.24	0.40
20.705	0.131	0.164	0.330	0.22	0.12	-0.08
20.808	0.124	0.169	0.308	0.41	-0.01	-0.56
20.912	0.126	0.160	0.287	0.64	-0.31	-0.94
21.005	0.117	0.180	0.264	0.32	-0.06	-1.41
21.108	0.125	0.146	0.243	0.33	-0.57	-1.93
21.207	0.130	0.132	0.221	-0.24	-0.15	-2.39
21.308	0.139	0.126	0.196	-0.83	0.00	-2.73
21.407	0.145	0.122	0.173	-0.81	0.74	-2.95
21.506	0.151	0.120	0.155	-0.58	0.99	-3.03
21.607	0.155	0.119	0.136	-0.37	1.34	-2.68
21.707	0.156	0.119	0.118	-0.13	1.02	-2.11
21.808	0.154	0.123	0.106	0.65	0.29	-1.67
