t,mode,px,py,pz,ref_px,ref_py,ref_pz,pos_error,yaw
1.264,TAKEOFF,0.0,0.0,0.01999792961655016,0.0,0.0,0.5,0.48000207038344983,0.0
1.272,TAKEOFF,0.0,0.0,0.019998042051733993,0.0,0.0,0.5,0.480001957948266,0.0
1.28,TAKEOFF,0.0,0.0,0.019998155224197827,0.0,0.0,0.5,0.48000184477580216,0.0
1.288,TAKEOFF,0.0,0.0,0.019998269133941662,0.0,0.0,0.5,0.48000173086605835,0.0
1.296,TAKEOFF,0.0,0.0,0.0199983837809655,0.0,0.0,0.5,0.4800016162190345,0.0
1.304,TAKEOFF,0.0,0.0,0.019998499165269332,0.0,0.0,0.5,0.48000150083473064,0.0
1.312,TAKEOFF,0.0,0.0,0.019998615286853167,0.0,0.0,0.5,0.48000138471314685,0.0
1.32,TAKEOFF,0.0,0.0,0.019998732145717003,0.0,0.0,0.5,0.480001267854283,0.0
1.328,TAKEOFF,0.0,0.0,0.019998849741860836,0.0,0.0,0.5,0.48000115025813916,0.0
1.336,TAKEOFF,0.0,0.0,0.01999896807528467,0.0,0.0,0.5,0.4800010319247153,0.0
1.344,TAKEOFF,0.0,0.0,0.019999087145988505,0.0,0.0,0.5,0.4800009128540115,0.0
1.352,TAKEOFF,0.0,0.0,0.01999920695397234,0.0,0.0,0.5,0.48000079304602766,0.0
1.36,TAKEOFF,0.0,0.0,0.019999327499236174,0.0,0.0,0.5,0.48000067250076384,0.0
1.368,TAKEOFF,0.0,0.0,0.01999944878178001,0.0,0.0,0.5,0.48000055121822,0.0
1.3760000000000001,TAKEOFF,0.0,0.0,0.020003060040073965,0.0,0.0,0.5,0.47999693995992604,0.0
1.3840000000000001,TAKEOFF,0.0,0.0,0.020017605998236168,0.0,0.0,0.5,0.47998239400176385,0.0
1.3920000000000001,TAKEOFF,0.0,0.0,0.020050565398072182,0.0,0.0,0.5,0.4799494346019278,0.0
1.4000000000000001,TAKEOFF,0.0,0.0,0.020109450954875617,0.0,0.0,0.5,0.4798905490451244,0.0
1.408,TAKEOFF,0.0,0.0,0.02020180931328614,0.0,0.0,0.5,0.47979819068671387,0.0
1.416,TAKEOFF,0.0,0.0,0.020335221003204864,0.0,0.0,0.5,0.47966477899679516,0.0
1.424,TAKEOFF,0.0,0.0,0.020517300395766987,0.0,0.0,0.5,0.479482699604233,0.0
1.432,TAKEOFF,0.0,0.0,0.02075569565937167,0.0,0.0,0.5,0.4792443043406283,0.0
1.44,TAKEOFF,0.0,0.0,0.021058088715769016,0.0,0.0,0.5,0.47894191128423097,0.0
1.448,TAKEOFF,0.0,0.0,0.021432195196204127,0.0,0.0,0.5,0.47856780480379585,0.0
1.456,TAKEOFF,0.0,0.0,0.02188576439761813,0.0,0.0,0.5,0.47811423560238187,0.0
1.464,TAKEOFF,0.0,0.0,0.022426579238906123,0.0,0.0,0.5,0.4775734207610939,0.0
1.472,TAKEOFF,0.0,0.0,0.02306245621723193,0.0,0.0,0.5,0.4769375437827681,0.0
1.48,TAKEOFF,0.0,0.0,0.02380124536439965,0.0,0.0,0.5,0.47619875463560035,0.0
1.488,TAKEOFF,0.0,0.0,0.024650830203281883,0.0,0.0,0.5,0.4753491697967181,0.0
1.496,TAKEOFF,0.0,0.0,0.025619127704304544,0.0,0.0,0.5,0.4743808722956955,0.0
