t,mode,px,py,pz,ref_px,ref_py,ref_pz,pos_error,yaw,d_fx_filt,d_fy_filt,d_fz_filt,eso_vx,eso_vy,eso_vz,eso_roll,eso_pitch,eso_yaw,dist_x,dist_y,dist_z,imu_roll,imu_pitch,m1,m2,m3,m4,pid1,pid2,pid3,pid4,eso1,eso2,eso3,eso4
18.544,HOVER,-0.0227,0.0000,0.5000,0.0000,0.0000,0.5000,0.0227,0.0000,-0.0227,0.0000,0.5000,0.0002,0.0000,-0.0000,0.0000,0.1128,0.0000,-1.1036,-0.0000,0.0624,0.0000,0.1128,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
18.552,HOVER,-0.0227,0.0000,0.5000,0.0000,0.0000,0.5000,0.0227,0.0000,-0.0227,0.0000,0.5000,0.0002,0.0000,-0.0000,0.0000,0.1128,0.0000,-1.1036,-0.0000,0.0624,0.0000,0.1128,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
18.560,HOVER,-0.0227,0.0000,0.5000,0.0000,0.0000,0.5000,0.0227,0.0000,-0.0227,0.0000,0.5000,0.0002,0.0000,-0.0000,-0.0000,0.1128,0.0000,-1.1036,-0.0000,0.0624,-0.0000,0.1128,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
18.568,HOVER,-0.0227,0.0000,0.5000,0.0000,0.0000,0.5000,0.0227,0.0000,-0.0227,0.0000,0.5000,0.0002,0.0000,-0.0000,-0.0000,0.1128,0.0000,-1.1037,-0.0000,0.0624,-0.0000,0.1128,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
18.576,HOVER,-0.0227,0.0000,0.5000,0.0000,0.0000,0.5000,0.0227,0.0000,-0.0227,0.0000,0.5000,0.0002,0.0000,-0.0000,-0.0000,0.1128,0.0000,-1.1037,-0.0000,0.0624,-0.0000,0.1128,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
18.584,HOVER,-0.0227,0.0000,0.5000,0.0000,0.0000,0.5000,0.0227,0.0000,-0.0227,0.0000,0.5000,0.0002,0.0000,-0.0000,-0.0000,0.1128,0.0000,-1.1037,-0.0000,0.0624,-0.0000,0.1128,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
18.592,HOVER,-0.0227,0.0000,0.5000,0.0000,0.0000,0.5000,0.0227,0.0000,-0.0227,0.0000,0.5000,0.0002,0.0000,-0.0000,-0.0000,0.1128,0.0000,-1.1037,-0.0000,0.0624,-0.0000,0.1128,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
18.600,HOVER,-0.0227,0.0000,0.5000,0.0000,0.0000,0.5000,0.0227,0.0000,-0.0227,0.0000,0.5000,0.0002,0.0000,-0.0000,-0.0000,0.1128,0.0000,-1.1037,-0.0000,0.0624,-0.0000,0.1128,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
18.608,HOVER,-0.0227,0.0000,0.5000,0.0000,0.0000,0.5000,0.0227,0.0000,-0.0227,0.0000,0.5000,0.0002,0.0000,-0.0000,-0.0000,0.1128,0.0000,-1.1037,-0.0000,0.0624,-0.0000,0.1128,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
18.616,HOVER,-0.0227,0.0000,0.5000,0.0000,0.0000,0.5000,0.0227,0.0000,-0.0227,0.0000,0.5000,0.0002,0.0000,-0.0000,0.0000,0.1128,0.0000,-1.1037,-0.0000,0.0624,0.0000,0.1128,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
18.624,HOVER,-0.0227,0.0000,0.5000,0.0000,0.0000,0.5000,0.0227,0.0000,-0.0227,0.0000,0.5000,0.0002,0.0000,-0.0000,0.0000,0.1128,0.0000,-1.1037,-0.0000,0.0624,0.0000,0.1128,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
18.632,HOVER,-0.0227,0.0000,0.5000,0.0000,0.0000,0.5000,0.0227,0.0000,-0.0227,0.0000,0.5000,0.0002,0.0000,-0.0000,0.0000,0.1128,0.0000,-1.1037,-0.0000,0.0624,0.0000,0.1128,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
18.640,HOVER,-0.0227,0.0000,0.5000,0.0000,0.0000,0.5000,0.0227,0.0000,-0.0227,0.0000,0.5000,0.0002,0.0000,-0.0000,-0.0000,0.1128,0.0000,-1.1037,-0.0000,0.0624,-0.0000,0.1128,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
18.648,HOVER,-0.0227,0.0000,0.5000,0.0000,0.0000,0.5000,0.0227,0.0000,-0.0227,0.0000,0.5000,0.0002,0.0000,-0.0000,-0.0000,0.1128,0.0000,-1.1037,-0.0000,0.0624,-0.0000,0.1128,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
18.656,HOVER,-0.0227,0.0000,0.5000,0.0000,0.0000,0.5000,0.0227,0.0000,-0.0227,0.0000,0.5000,0.0002,0.0000,-0.0000,-0.0000,0.1128,0.0000,-1.1037,-0.0000,0.0624,-0.0000,0.1128,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
18.664,HOVER,-0.0227,0.0000,0.5000,0.0000,0.0000,0.5000,0.0227,0.0000,-0.0227,0.0000,0.5000,0.0002,0.0000,-0.0000,-0.0000,0.1128,0.0000,-1.1037,-0.0000,0.0624,-0.0000,0.1128,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
18.672,HOVER,-0.0227,0.0000,0.5000,0.0000,0.0000,0.5000,0.0227,0.0000,-0.0227,0.0000,0.5000,0.0002,0.0000,-0.0000,-0.0000,0.1128,0.0000,-1.1037,-0.0000,0.0624,-0.0000,0.1128,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
18.680,HOVER,-0.0227,0.0000,0.5000,0.0000,0.0000,0.5000,0.0227,0.0000,-0.0227,0.0000,0.5000,0.0002,0.0000,-0.0000,-0.0000,0.1128,0.0000,-1.1037,-0.0000,0.0624,-0.0000,0.1128,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
18.688,HOVER,-0.0227,0.0000,0.5000,0.0000,0.0000,0.5000,0.0227,0.0000,-0.0227,0.0000,0.5000,0.0002,0.0000,-0.0000,0.0000,0.1128,0.0000,-1.1037,-0.0000,0.0624,0.0000,0.1128,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
18.696,HOVER,-0.0227,0.0000,0.5000,0.0000,0.0000,0.5000,0.0227,0.0000,-0.0227,0.0000,0.5000,0.0002,0.0000,-0.0000,0.0000,0.1128,0.0000,-1.1037,-0.0000,0.0624,0.0000,0.1128,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
18.704,HOVER,-0.0227,0.0000,0.5000,0.0000,0.0000,0.5000,0.0227,0.0000,-0.0227,0.0000,0.5000,0.0002,0.0000,-0.0000,0.0000,0.1128,0.0000,-1.1037,-0.0000,0.0624,0.0000,0.1128,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
18.712,HOVER,-0.0227,0.0000,0.5000,0.0000,0.0000,0.5000,0.0227,0.0000,-0.0227,0.0000,0.5000,0.0002,0.0000,-0.0000,0.0000,0.1128,0.0000,-1.1037,-0.0000,0.0624,0.0000,0.1128,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
18.720,HOVER,-0.0227,0.0000,0.5000,0.0000,0.0000,0.5000,0.0227,0.0000,-0.0227,0.0000,0.5000,0.0002,0.0000,-0.0000,0.0000,0.1128,0.0000,-1.1037,-0.0000,0.0624,0.0000,0.1128,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
18.728,HOVER,-0.0227,0.0000,0.5000,0.0000,0.0000,0.5000,0.0227,0.0000,-0.0227,0.0000,0.5000,0.0002,0.0000,-0.0000,0.0000,0.1128,0.0000,-1.1037,-0.0000,0.0624,0.0000,0.1128,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
18.736,HOVER,-0.0227,0.0000,0.5000,0.0000,0.0000,0.5000,0.0227,0.0000,-0.0227,0.0000,0.5000,0.0002,0.0000,-0.0000,0.0000,0.1128,0.0000,-1.1037,-0.0000,0.0624,0.0000,0.1128,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
18.744,HOVER,-0.0227,0.0000,0.5000,0.0000,0.0000,0.5000,0.0227,0.0000,-0.0227,0.0000,0.5000,0.0002,0.0000,-0.0000,0.0000,0.1128,0.0000,-1.1037,-0.0000,0.0624,0.0000,0.1128,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
18.752,HOVER,-0.0227,0.0000,0.5000,0.0000,0.0000,0.5000,0.0227,0.0000,-0.0227,0.0000,0.5000,0.0002,0.0000,-0.0000,0.0000,0.1128,0.0000,-1.1037,-0.0000,0.0624,0.0000,0.1128,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
18.760,HOVER,-0.0227,0.0000,0.5000,0.0000,0.0000,0.5000,0.0227,0.0000,-0.0227,0.0000,0.5000,0.0002,0.0000,-0.0000,0.0000,0.1128,0.0000,-1.1037,-0.0000,0.0624,0.0000,0.1128,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
18.768,HOVER,-0.0227,0.0000,0.5000,0.0000,0.0000,0.5000,0.0227,0.0000,-0.0227,0.0000,0.5000,0.0002,0.0000,-0.0000,0.0000,0.1128,0.0000,-1.1037,-0.0000,0.0624,0.0000,0.1128,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
18.776,HOVER,-0.0227,0.0000,0.5000,0.0000,0.0000,0.5000,0.0227,0.0000,-0.0227,0.0000,0.5000,0.0002,0.0000,-0.0000,0.0000,0.1128,0.0000,-1.1037,-0.0000,0.0624,0.0000,0.1128,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
18.784,HOVER,-0.0227,0.0000,0.5000,0.0000,0.0000,0.5000,0.0227,0.0000,-0.0227,0.0000,0.5000,0.0002,0.0000,-0.0000,0.0000,0.1128,0.0000,-1.1037,-0.0000,0.0624,0.0000,0.1128,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
18.792,HOVER,-0.0227,0.0000,0.5000,0.0000,0.0000,0.5000,0.0227,0.0000,-0.0227,0.0000,0.5000,0.0002,0.0000,-0.0000,0.0000,0.1128,0.0000,-1.1037,-0.0000,0.0624,0.0000,0.1128,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
18.800,HOVER,-0.0227,0.0000,0.5000,0.0000,0.0000,0.5000,0.0227,0.0000,-0.0227,0.0000,0.5000,0.0002,0.0000,-0.0000,0.0000,0.1128,0.0000,-1.1037,-0.0000,0.0624,0.0000,0.1128,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
18.808,HOVER,-0.0227,0.0000,0.5000,0.0000,0.0000,0.5000,0.0227,0.0000,-0.0227,0.0000,0.5000,0.0002,0.0000,-0.0000,0.0000,0.1128,0.0000,-1.1037,-0.0000,0.0624,0.0000,0.1128,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
18.816,HOVER,-0.0227,0.0000,0.5000,0.0000,0.0000,0.5000,0.0227,0.0000,-0.0227,0.0000,0.5000,0.0002,0.0000,-0.0000,-0.0000,0.1128,0.0000,-1.1037,-0.0000,0.0624,-0.0000,0.1128,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
18.824,HOVER,-0.0227,0.0000,0.5000,0.0000,0.0000,0.5000,0.0227,0.0000,-0.0227,0.0000,0.5000,0.0002,0.0000,-0.0000,-0.0000,0.1128,0.0000,-1.1037,-0.0000,0.0624,-0.0000,0.1128,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
18.832,HOVER,-0.0227,0.0000,0.5000,0.0000,0.0000,0.5000,0.0227,0.0000,-0.0227,0.0000,0.5000,0.0002,0.0000,-0.0000,-0.0000,0.1128,0.0000,-1.1037,-0.0000,0.0624,-0.0000,0.1128,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
18.840,HOVER,-0.0227,0.0000,0.5000,0.0000,0.0000,0.5000,0.0227,0.0000,-0.0227,0.0000,0.5000,0.0002,0.0000,-0.0000,0.0000,0.1128,0.0000,-1.1037,-0.0000,0.0624,0.0000,0.1128,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
18.848,HOVER,-0.0227,0.0000,0.5000,0.0000,0.0000,0.5000,0.0227,0.0000,-0.0227,0.0000,0.5000,0.0002,0.0000,-0.0000,0.0000,0.1128,0.0000,-1.1037,-0.0000,0.0624,0.0000,0.1128,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
18.856,HOVER,-0.0227,0.0000,0.5000,0.0000,0.0000,0.5000,0.0227,0.0000,-0.0227,0.0000,0.5000,0.0002,0.0000,-0.0000,0.0000,0.1128,0.0000,-1.1037,-0.0000,0.0624,0.0000,0.1128,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
18.864,HOVER,-0.0227,0.0000,0.5000,0.0000,0.0000,0.5000,0.0227,0.0000,-0.0227,0.0000,0.5000,0.0002,0.0000,-0.0000,0.0000,0.1128,0.0000,-1.1037,-0.0000,0.0624,0.0000,0.1128,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
18.872,HOVER,-0.0227,0.0000,0.5000,0.0000,0.0000,0.5000,0.0227,0.0000,-0.0227,0.0000,0.5000,0.0002,0.0000,-0.0000,0.0000,0.1128,0.0000,-1.1037,-0.0000,0.0624,0.0000,0.1128,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
18.880,HOVER,-0.0227,0.0000,0.5000,0.0000,0.0000,0.5000,0.0227,0.0000,-0.0227,0.0000,0.5000,0.0002,0.0000,-0.0000,0.0000,0.1128,0.0000,-1.1037,-0.0000,0.0624,0.0000,0.1128,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
18.888,HOVER,-0.0227,0.0000,0.5000,0.0000,0.0000,0.5000,0.0227,0.0000,-0.0227,0.0000,0.5000,0.0002,0.0000,-0.0000,0.0000,0.1128,0.0000,-1.1037,-0.0000,0.0624,0.0000,0.1128,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
18.896,HOVER,-0.0227,0.0000,0.5000,0.0000,0.0000,0.5000,0.0227,0.0000,-0.0227,0.0000,0.5000,0.0002,-0.0000,-0.0000,0.0000,0.1128,0.0000,-1.1037,-0.0000,0.0624,0.0000,0.1128,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
18.904,HOVER,-0.0227,0.0000,0.5000,0.0000,0.0000,0.5000,0.0227,0.0000,-0.0227,0.0000,0.5000,0.0002,-0.0000,-0.0000,0.0000,0.1128,0.0000,-1.1037,-0.0000,0.0624,0.0000,0.1128,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
18.912,HOVER,-0.0227,0.0000,0.5000,0.0000,0.0000,0.5000,0.0227,0.0000,-0.0227,0.0000,0.5000,0.0002,-0.0000,-0.0000,0.0000,0.1128,0.0000,-1.1037,-0.0000,0.0624,0.0000,0.1128,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
18.920,HOVER,-0.0227,0.0000,0.5000,0.0000,0.0000,0.5000,0.0227,0.0000,-0.0227,0.0000,0.5000,0.0002,-0.0000,-0.0000,0.0000,0.1128,0.0000,-1.1037,-0.0000,0.0624,0.0000,0.1128,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
18.928,HOVER,-0.0227,0.0000,0.5000,0.0000,0.0000,0.5000,0.0227,0.0000,-0.0227,0.0000,0.5000,0.0002,-0.0000,-0.0000,0.0000,0.1128,0.0000,-1.1037,-0.0000,0.0624,0.0000,0.1128,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
18.936,HOVER,-0.0227,0.0000,0.5000,0.0000,0.0000,0.5000,0.0227,0.0000,-0.0227,0.0000,0.5000,0.0002,-0.0000,-0.0000,0.0000,0.1128,0.0000,-1.1037,-0.0000,0.0624,0.0000,0.1128,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
18.944,HOVER,-0.0227,0.0000,0.5000,0.0000,0.0000,0.5000,0.0227,0.0000,-0.0227,0.0000,0.5000,0.0002,-0.0000,-0.0000,0.0000,0.1128,0.0000,-1.1037,-0.0000,0.0624,0.0000,0.1128,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
18.952,HOVER,-0.0227,0.0000,0.5000,0.0000,0.0000,0.5000,0.0227,0.0000,-0.0227,0.0000,0.5000,0.0002,-0.0000,-0.0000,0.0000,0.1128,0.0000,-1.1037,-0.0000,0.0624,0.0000,0.1128,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
18.960,HOVER,-0.0227,0.0000,0.5000,0.0000,0.0000,0.5000,0.0227,0.0000,-0.0227,0.0000,0.5000,0.0002,-0.0000,-0.0000,-0.0000,0.1128,0.0000,-1.1037,-0.0000,0.0624,-0.0000,0.1128,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
18.968,HOVER,-0.0227,0.0000,0.5000,0.0000,0.0000,0.5000,0.0227,0.0000,-0.0227,0.0000,0.5000,0.0002,-0.0000,-0.0000,-0.0000,0.1128,0.0000,-1.1037,-0.0000,0.0624,-0.0000,0.1128,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
18.976,HOVER,-0.0227,0.0000,0.5000,0.0000,0.0000,0.5000,0.0227,0.0000,-0.0227,0.0000,0.5000,0.0002,-0.0000,-0.0000,-0.0000,0.1128,0.0000,-1.1037,-0.0000,0.0624,-0.0000,0.1128,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
18.984,HOVER,-0.0227,0.0000,0.5000,0.0000,0.0000,0.5000,0.0227,0.0000,-0.0227,0.0000,0.5000,0.0002,-0.0000,-0.0000,-0.0000,0.1128,0.0000,-1.1037,-0.0000,0.0624,-0.0000,0.1128,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
18.992,HOVER,-0.0227,0.0000,0.5000,0.0000,0.0000,0.5000,0.0227,0.0000,-0.0227,0.0000,0.5000,0.0002,0.0000,-0.0000,-0.0000,0.1128,0.0000,-1.1037,-0.0000,0.0624,-0.0000,0.1128,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
19.000,HOVER,-0.0227,0.0000,0.5000,0.0000,0.0000,0.5000,0.0227,0.0000,-0.0227,0.0000,0.5000,0.0002,0.0000,-0.0000,-0.0000,0.1128,0.0000,-1.1037,-0.0000,0.0624,-0.0000,0.1128,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
19.008,HOVER,-0.0227,0.0000,0.5000,0.0000,0.0000,0.5000,0.0227,0.0000,-0.0227,0.0000,0.5000,0.0002,0.0000,-0.0000,-0.0000,0.1128,0.0000,-1.1037,-0.0000,0.0624,-0.0000,0.1128,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
19.016,HOVER,-0.0227,0.0000,0.5000,0.0000,0.0000,0.5000,0.0227,0.0000,-0.0227,0.0000,0.5000,0.0002,0.0000,-0.0000,-0.0000,0.1128,0.0000,-1.1037,-0.0000,0.0624,-0.0000,0.1128,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
19.024,HOVER,-0.0227,0.0000,0.5000,0.0000,0.0000,0.5000,0.0227,0.0000,-0.0227,0.0000,0.5000,0.0002,0.0000,-0.0000,-0.0000,0.1128,0.0000,-1.1037,-0.0000,0.0624,-0.0000,0.1128,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
19.032,HOVER,-0.0227,0.0000,0.5000,0.0000,0.0000,0.5000,0.0227,0.0000,-0.0227,0.0000,0.5000,0.0002,0.0000,-0.0000,-0.0000,0.1128,0.0000,-1.1037,-0.0000,0.0624,-0.0000,0.1128,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
19.040,HOVER,-0.0227,0.0000,0.5000,0.0000,0.0000,0.5000,0.0227,0.0000,-0.0227,0.0000,0.5000,0.0002,0.0000,-0.0000,0.0000,0.1128,0.0000,-1.1037,-0.0000,0.0624,0.0000,0.1128,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
19.048,HOVER,-0.0227,0.0000,0.5000,0.0000,0.0000,0.5000,0.0227,0.0000,-0.0227,0.0000,0.5000,0.0002,0.0000,-0.0000,0.0000,0.1128,0.0000,-1.1037,-0.0000,0.0624,0.0000,0.1128,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
19.056,HOVER,-0.0227,0.0000,0.5000,0.0000,0.0000,0.5000,0.0227,0.0000,-0.0227,0.0000,0.5000,0.0002,0.0000,-0.0000,0.0000,0.1128,0.0000,-1.1037,-0.0000,0.0624,0.0000,0.1128,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
19.064,HOVER,-0.0227,0.0000,0.5000,0.0000,0.0000,0.5000,0.0227,0.0000,-0.0227,0.0000,0.5000,0.0002,0.0000,-0.0000,0.0000,0.1128,0.0000,-1.1038,-0.0000,0.0624,0.0000,0.1128,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
19.072,HOVER,-0.0227,0.0000,0.5000,0.0000,0.0000,0.5000,0.0227,0.0000,-0.0227,0.0000,0.5000,0.0002,0.0000,-0.0000,0.0000,0.1128,0.0000,-1.1038,-0.0000,0.0624,0.0000,0.1128,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
19.080,HOVER,-0.0227,0.0000,0.5000,0.0000,0.0000,0.5000,0.0227,0.0000,-0.0227,0.0000,0.5000,0.0002,0.0000,-0.0000,0.0000,0.1128,0.0000,-1.1038,-0.0000,0.0624,0.0000,0.1128,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
19.088,HOVER,-0.0227,0.0000,0.5000,0.0000,0.0000,0.5000,0.0227,0.0000,-0.0227,0.0000,0.5000,0.0002,0.0000,-0.0000,0.0000,0.1128,0.0000,-1.1038,-0.0000,0.0624,0.0000,0.1128,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
19.096,HOVER,-0.0227,0.0000,0.5000,0.0000,0.0000,0.5000,0.0227,0.0000,-0.0227,0.0000,0.5000,0.0002,0.0000,-0.0000,0.0000,0.1128,0.0000,-1.1038,-0.0000,0.0624,0.0000,0.1128,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
19.104,HOVER,-0.0227,0.0000,0.5000,0.0000,0.0000,0.5000,0.0227,0.0000,-0.0227,0.0000,0.5000,0.0002,0.0000,-0.0000,0.0000,0.1128,0.0000,-1.1038,-0.0000,0.0624,0.0000,0.1128,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
19.112,HOVER,-0.0227,0.0000,0.5000,0.0000,0.0000,0.5000,0.0227,0.0000,-0.0227,0.0000,0.5000,0.0002,0.0000,-0.0000,0.0000,0.1128,0.0000,-1.1038,-0.0000,0.0624,0.0000,0.1128,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
19.120,HOVER,-0.0227,0.0000,0.5000,0.0000,0.0000,0.5000,0.0227,0.0000,-0.0227,0.0000,0.5000,0.0002,0.0000,-0.0000,0.0000,0.1128,0.0000,-1.1038,-0.0000,0.0624,0.0000,0.1128,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
19.128,HOVER,-0.0227,0.0000,0.5000,0.0000,0.0000,0.5000,0.0227,0.0000,-0.0227,0.0000,0.5000,0.0002,0.0000,-0.0000,0.0000,0.1128,0.0000,-1.1038,-0.0000,0.0624,0.0000,0.1128,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
19.136,HOVER,-0.0227,0.0000,0.5000,0.0000,0.0000,0.5000,0.0227,0.0000,-0.0227,0.0000,0.5000,0.0002,-0.0000,-0.0000,0.0000,0.1128,0.0000,-1.1038,-0.0000,0.0624,0.0000,0.1128,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
19.144,HOVER,-0.0227,0.0000,0.5000,0.0000,0.0000,0.5000,0.0227,0.0000,-0.0227,0.0000,0.5000,0.0002,-0.0000,-0.0000,0.0000,0.1128,0.0000,-1.1038,-0.0000,0.0624,0.0000,0.1128,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
19.152,HOVER,-0.0227,0.0000,0.5000,0.0000,0.0000,0.5000,0.0227,0.0000,-0.0227,0.0000,0.5000,0.0002,-0.0000,-0.0000,-0.0000,0.1128,0.0000,-1.1038,-0.0000,0.0624,-0.0000,0.1128,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
19.160,HOVER,-0.0227,0.0000,0.5000,0.0000,0.0000,0.5000,0.0227,0.0000,-0.0227,0.0000,0.5000,0.0002,-0.0000,-0.0000,-0.0000,0.1128,0.0000,-1.1038,-0.0000,0.0624,-0.0000,0.1128,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
