# time(s)	x(m)	y(m)	z(m)	roll(deg)	pitch(deg)	yaw(deg)
4.130	0.006	-0.017	0.002	-1.54	1.67	-0.14
4.228	0.016	-0.016	0.002	-0.46	4.15	-0.99
4.327	0.020	-0.019	0.006	0.55	2.20	-1.75
4.427	0.025	-0.009	0.010	-0.67	2.11	-1.85
4.527	0.023	-0.012	0.032	1.52	1.97	-1.75
4.627	0.010	-0.017	0.052	0.13	-0.14	-1.23
4.732	-0.000	-0.023	0.070	0.03	-0.57	-0.70
4.830	-0.009	-0.028	0.080	-1.07	-1.84	-0.69
4.930	-0.013	-0.032	0.092	-0.90	-2.02	-0.89
5.029	-0.014	-0.028	0.103	-1.05	-1.21	-1.15
5.150	-0.015	-0.031	0.123	-0.36	-0.88	-1.29
5.230	-0.015	-0.036	0.145	0.31	-0.33	-1.44
5.326	-0.016	-0.041	0.171	0.07	-0.28	-1.55
5.431	-0.014	-0.046	0.204	-0.24	-0.37	-1.62
5.527	-0.016	-0.042	0.238	-0.67	-0.06	-1.60
5.626	-0.018	-0.048	0.272	-0.27	0.10	-1.46
5.729	-0.018	-0.057	0.297	-0.29	-0.15	-1.24
5.834	-0.015	-0.058	0.326	-0.46	-0.12	-1.12
5.929	-0.016	-0.055	0.354	-0.40	0.03	-1.06
6.027	-0.014	-0.048	0.384	-0.19	-0.02	-1.00
6.131	-0.011	-0.047	0.418	0.27	0.01	-0.91
6.228	-0.010	-0.037	0.447	0.50	0.12	-0.84
6.326	-0.007	-0.035	0.475	0.76	0.13	-0.83
6.434	-0.014	-0.034	0.499	0.46	0.18	-0.79
6.526	-0.014	-0.045	0.517	0.15	0.04	-0.73
6.631	-0.015	-0.055	0.527	-0.02	0.02	-0.69
6.729	-0.017	-0.059	0.533	-0.29	-0.15	-0.58
6.828	-0.015	-0.059	0.536	-0.57	-0.18	-0.53
6.927	-0.011	-0.061	0.539	-0.41	-0.11	-0.50
7.028	-0.008	-0.062	0.542	-0.31	0.03	-0.56
7.127	-0.006	-0.060	0.544	-0.24	-0.01	-0.64
7.228	-0.006	-0.057	0.547	-0.02	0.10	-0.77
7.329	-0.007	-0.054	0.552	0.12	0.17	-0.82
7.434	-0.000	-0.049	0.555	0.27	0.01	-0.86
7.530	0.002	-0.049	0.555	0.31	-0.00	-0.93
7.630	0.010	-0.052	0.554	0.18	-0.06	-0.99
7.728	0.011	-0.058	0.553	0.07	0.20	-1.10
7.829	0.017	-0.059	0.553	-0.21	0.25	-1.11
7.928	0.015	-0.059	0.551	-0.22	0.33	-1.13
8.030	0.016	-0.059	0.549	-4.22	0.10	-1.17
8.126	-0.001	-0.061	0.565	-11.68	1.10	-1.09
8.229	-0.008	-0.035	0.572	-10.03	1.71	-1.13
8.329	-0.015	0.005	0.565	-7.89	3.09	-1.20
8.425	-0.022	0.049	0.551	-3.90	3.70	-1.37
8.528	-0.026	0.097	0.542	-0.63	4.13	-1.58
8.626	-0.047	0.151	0.545	1.65	4.41	-1.79
8.728	-0.072	0.202	0.546	3.10	4.06	-1.85
8.828	-0.100	0.254	0.546	3.50	3.78	-1.92
8.926	-0.134	0.276	0.544	3.88	3.44	-2.04
9.029	-0.171	0.304	0.542	3.51	2.95	-2.05
9.126	-0.223	0.337	0.542	3.24	2.82	-2.04
9.224	-0.270	0.356	0.541	3.41	2.16	-2.06
9.327	-0.309	0.365	0.539	3.71	1.61	-2.02
9.426	-0.364	0.372	0.542	3.70	1.07	-1.76
9.524	-0.411	0.372	0.544	3.85	0.35	-1.26
9.627	-0.458	0.367	0.547	4.50	0.14	-0.70
9.725	-0.506	0.367	0.548	4.75	-0.39	-0.26
9.824	-0.560	0.358	0.550	5.08	-0.92	-0.11
9.930	-0.608	0.334	0.551	4.87	-1.45	-0.30
10.029	-0.654	0.310	0.550	4.31	-1.97	-0.25
10.125	-0.686	0.286	0.547	3.85	-2.44	0.26
10.224	-0.722	0.256	0.545	4.14	-2.89	1.04
10.324	-0.739	0.223	0.545	3.90	-3.18	1.49
10.425	-0.761	0.171	0.548	3.55	-3.54	1.73
10.524	-0.780	0.121	0.545	2.20	-3.82	1.55
10.627	-0.785	0.078	0.540	1.14	-4.04	1.06
10.725	-0.792	0.027	0.535	0.69	-3.99	0.53
10.828	-0.790	-0.023	0.538	0.60	-4.15	0.01
10.924	-0.789	-0.085	0.541	0.15	-4.35	-0.28
11.025	-0.786	-0.129	0.540	-0.81	-4.21	-0.22
11.126	-0.777	-0.178	0.535	-0.31	-3.52	-0.32
11.228	-0.756	-0.232	0.531	-1.18	-4.20	-0.33
11.323	-0.745	-0.274	0.526	-1.62	-3.57	-0.21
11.427	-0.723	-0.327	0.521	-3.27	-4.34	-0.29
11.527	-0.699	-0.366	0.522	-4.85	-4.49	-1.96
11.628	-0.655	-0.407	0.525	-5.43	-2.05	-1.87
11.730	-0.627	-0.434	0.532	-1.26	-3.31	-2.50
11.831	-0.604	-0.448	0.534	-6.40	-3.39	-2.96
11.926	-0.578	-0.467	0.540	-4.34	-0.59	-4.25
12.030	-0.564	-0.468	0.545	-3.64	-2.94	-8.67
12.124	-0.527	-0.485	0.548	-5.66	-1.63	-9.92
12.225	-0.503	-0.477	0.549	-1.14	-0.36	-9.20
12.323	-0.497	-0.482	0.552	-4.01	-0.81	-9.61
12.427	-0.481	-0.480	0.558	-4.52	-3.03	-10.58
12.526	-0.482	-0.472	0.560	-7.22	-1.26	-10.34
12.626	-0.475	-0.469	0.558	-4.74	-2.29	-11.06
12.725	-0.469	-0.448	0.552	-6.58	-0.97	-12.08
12.827	-0.474	-0.424	0.545	-6.11	2.07	-12.23
12.924	-0.463	-0.390	0.533	-0.92	0.21	-12.55
13.023	-0.470	-0.367	0.522	-3.34	0.65	-11.25
13.126	-0.459	-0.340	0.513	8.16	0.07	-8.45
13.225	-0.458	-0.323	0.509	5.93	2.79	-6.32
13.324	-0.451	-0.312	0.507	5.47	1.08	-4.28
13.422	-0.448	-0.324	0.504	3.93	1.24	-2.31
13.526	-0.434	-0.340	0.500	1.10	0.57	0.05
13.624	-0.419	-0.369	0.498	-1.03	0.21	1.96
13.723	-0.396	-0.384	0.498	-2.04	0.67	3.56
13.826	-0.380	-0.394	0.503	-2.15	1.34	3.72
13.924	-0.362	-0.393	0.505	-1.69	1.88	4.27
14.022	-0.340	-0.401	0.508	-0.65	1.58	5.19
14.126	-0.323	-0.407	0.509	-2.52	1.24	5.62
14.225	-0.307	-0.419	0.513	0.85	0.84	5.26
14.326	-0.286	-0.409	0.514	-0.99	1.93	5.10
14.426	-0.270	-0.414	0.511	0.79	1.38	4.04
14.525	-0.253	-0.409	0.510	-2.02	1.61	3.50
14.629	-0.243	-0.418	0.510	1.87	1.61	1.68
14.726	-0.228	-0.411	0.513	-1.04	-0.10	0.83
14.825	-0.217	-0.409	0.516	0.11	1.47	1.02
14.920	-0.201	-0.404	0.516	-0.30	-0.37	0.93
15.026	-0.185	-0.407	0.511	0.06	0.62	0.79
15.125	-0.168	-0.405	0.499	0.36	0.30	1.62
15.223	-0.145	-0.396	0.481	-0.08	1.18	2.57
15.321	-0.125	-0.391	0.460	0.42	1.87	3.51
15.425	-0.110	-0.391	0.436	-0.35	1.21	4.53
15.524	-0.098	-0.383	0.411	0.22	1.49	5.18
15.627	-0.083	-0.373	0.388	0.31	1.11	5.24
15.725	-0.075	-0.366	0.363	0.48	1.23	4.70
15.825	-0.060	-0.364	0.341	0.62	1.16	3.66
15.931	-0.047	-0.357	0.317	0.55	1.22	2.42
16.029	-0.041	-0.352	0.294	0.51	1.24	1.50
16.126	-0.028	-0.351	0.273	0.36	0.83	1.02
16.225	-0.033	-0.368	0.251	0.41	0.67	0.65
16.325	-0.031	-0.361	0.225	-0.41	0.13	0.32
16.424	-0.027	-0.365	0.200	-0.32	0.00	0.14
16.525	-0.014	-0.361	0.177	-0.58	-0.18	-0.11
16.658	-0.005	-0.357	0.154	0.00	0.86	-0.60
16.725	0.001	-0.352	0.130	0.36	1.26	-0.75
16.825	0.007	-0.346	0.114	0.63	1.23	-0.21
16.920	0.009	-0.342	0.093	0.60	1.37	0.67
