# time(s)	x(m)	y(m)	z(m)	roll(deg)	pitch(deg)	yaw(deg)
5.830	-0.001	-0.043	0.323	-0.31	0.45	-2.72
5.927	-0.001	-0.041	0.355	-0.28	0.59	-2.19
6.025	-0.012	-0.034	0.386	-0.08	0.38	-1.90
6.124	-0.012	-0.034	0.418	0.40	-0.14	-1.90
6.226	-0.013	-0.039	0.450	0.66	-0.07	-1.81
6.325	-0.010	-0.042	0.479	0.57	-0.00	-1.40
6.427	-0.010	-0.053	0.502	0.18	0.13	-0.72
6.527	-0.010	-0.065	0.519	-0.37	0.15	0.06
6.628	-0.011	-0.078	0.534	-0.92	-0.23	0.80
6.724	-0.013	-0.085	0.539	-0.99	-0.33	1.25
6.826	-0.013	-0.092	0.544	-1.08	-0.23	1.30
6.924	-0.009	-0.093	0.548	-0.67	0.05	1.32
7.026	-0.010	-0.093	0.552	-0.43	0.37	1.46
7.127	-0.005	-0.089	0.553	-0.23	0.33	1.55
7.226	-0.013	-0.089	0.554	-0.13	-0.01	1.52
7.324	-0.019	-0.086	0.551	0.16	-0.25	1.40
7.423	-0.026	-0.082	0.549	0.30	-0.51	1.34
7.527	-0.029	-0.082	0.551	0.49	-0.64	1.30
7.631	-0.030	-0.087	0.551	0.25	-0.45	1.28
7.726	-0.030	-0.092	0.552	-0.12	-0.33	1.30
7.825	-0.030	-0.102	0.552	-0.30	-0.13	1.34
7.926	-0.029	-0.106	0.557	-0.51	-0.11	1.42
8.027	-0.029	-0.103	0.565	-5.72	-0.07	1.33
8.126	-0.042	-0.096	0.593	-11.78	0.96	1.30
8.227	-0.048	-0.061	0.594	-9.86	1.65	1.05
8.326	-0.061	-0.017	0.575	-7.75	3.51	0.66
8.424	-0.058	0.031	0.548	-3.70	3.47	0.08
8.523	-0.066	0.074	0.528	-0.37	4.33	-0.44
8.622	-0.083	0.113	0.528	1.91	4.45	-0.75
8.725	-0.107	0.165	0.536	2.96	4.06	-0.90
8.826	-0.133	0.198	0.541	3.44	3.70	-0.96
8.921	-0.176	0.227	0.543	3.33	3.45	-0.89
9.024	-0.215	0.253	0.545	3.38	3.11	-0.67
9.125	-0.257	0.274	0.544	3.28	2.54	-0.31
9.224	-0.315	0.298	0.543	3.64	2.22	0.14
9.322	-0.371	0.304	0.545	4.05	1.52	0.51
9.420	-0.422	0.303	0.544	4.01	0.86	0.91
9.523	-0.475	0.300	0.544	4.32	0.09	1.25
9.625	-0.532	0.296	0.546	4.51	-0.20	1.53
9.725	-0.580	0.288	0.548	4.34	-1.13	1.60
9.825	-0.629	0.265	0.551	4.61	-1.43	1.69
9.924	-0.677	0.236	0.554	4.65	-1.73	1.93
10.025	-0.719	0.206	0.552	4.16	-2.29	2.15
10.123	-0.751	0.169	0.552	3.81	-2.67	2.23
10.225	-0.778	0.125	0.552	3.15	-2.80	2.20
10.324	-0.798	0.082	0.550	2.77	-3.18	2.17
10.425	-0.818	0.035	0.545	2.36	-3.37	2.27
10.526	-0.829	-0.008	0.540	1.72	-3.78	2.24
10.622	-0.839	-0.060	0.543	1.52	-3.78	2.02
10.721	-0.839	-0.113	0.543	0.89	-4.17	1.53
10.821	-0.843	-0.164	0.541	0.05	-3.84	0.79
10.924	-0.838	-0.219	0.541	-0.16	-4.17	-0.06
11.024	-0.833	-0.268	0.542	-0.67	-3.53	-0.58
11.121	-0.820	-0.326	0.538	-0.45	-3.52	-1.85
11.222	-0.799	-0.373	0.538	-2.71	-3.78	-4.94
11.323	-0.789	-0.401	0.541	0.20	-2.89	-5.40
11.420	-0.779	-0.443	0.545	-2.88	-2.60	-4.49
11.527	-0.763	-0.488	0.548	-3.08	-3.28	-5.18
11.623	-0.738	-0.527	0.546	-3.34	-3.94	-7.95
11.721	-0.725	-0.558	0.552	-3.76	-3.97	-8.51
11.825	-0.735	-0.574	0.554	-4.39	-2.83	-9.47
11.924	-0.729	-0.601	0.557	-5.73	-6.71	-9.28
12.022	-0.725	-0.611	0.557	-2.13	-6.52	-6.77
12.120	-0.721	-0.621	0.553	-9.47	-5.65	-1.60
12.221	-0.716	-0.622	0.547	-6.65	-3.41	4.28
12.322	-0.701	-0.608	0.538	-9.43	-1.93	9.16
12.421	-0.708	-0.572	0.532	-6.24	-2.29	9.64
12.524	-0.713	-0.537	0.533	-3.44	1.81	6.43
12.624	-0.718	-0.505	0.533	-2.57	-0.48	1.75
12.724	-0.719	-0.458	0.536	-2.92	-1.44	-2.09
12.821	-0.713	-0.425	0.536	-0.65	-2.33	-6.35
12.937	-0.713	-0.388	0.536	-0.39	-1.71	-9.75
13.024	-0.708	-0.350	0.530	0.17	-2.12	-10.70
13.121	-0.700	-0.312	0.522	6.46	1.01	-10.74
13.220	-0.687	-0.289	0.512	9.86	0.16	-10.73
13.319	-0.667	-0.285	0.503	7.54	1.73	-9.97
13.422	-0.657	-0.300	0.491	5.10	0.66	-7.43
13.521	-0.644	-0.329	0.481	-0.49	1.94	-4.23
13.621	-0.630	-0.357	0.480	-3.05	0.88	-2.65
13.721	-0.610	-0.370	0.482	-4.43	1.37	-1.62
13.823	-0.595	-0.378	0.487	-2.47	0.64	-1.76
13.923	-0.571	-0.383	0.496	-1.97	1.71	-1.35
14.020	-0.557	-0.381	0.501	-0.68	0.81	-0.60
14.122	-0.531	-0.392	0.508	-0.55	1.75	-1.34
14.223	-0.512	-0.388	0.512	0.49	1.37	-2.23
14.321	-0.493	-0.397	0.516	-0.87	1.21	-2.40
14.419	-0.479	-0.388	0.519	-0.03	1.46	-3.19
14.522	-0.464	-0.400	0.522	-0.30	1.35	-5.69
14.621	-0.454	-0.389	0.524	1.33	1.08	-6.25
14.719	-0.443	-0.403	0.525	-1.33	0.96	-6.48
14.818	-0.433	-0.400	0.522	0.71	0.00	-6.69
14.917	-0.419	-0.404	0.514	-0.14	1.28	-5.97
15.020	-0.406	-0.413	0.508	-0.58	0.02	-6.72
15.120	-0.395	-0.400	0.496	0.99	-0.00	-6.75
15.222	-0.377	-0.401	0.480	-0.84	1.33	-5.69
15.322	-0.368	-0.395	0.458	0.49	0.96	-4.95
15.422	-0.355	-0.395	0.434	1.04	0.54	-4.24
15.522	-0.338	-0.389	0.407	0.10	1.10	-3.02
15.620	-0.322	-0.389	0.381	0.69	1.12	-1.94
15.721	-0.308	-0.386	0.357	0.32	1.12	-1.33
15.820	-0.287	-0.381	0.333	0.08	1.00	-1.26
15.927	-0.276	-0.378	0.313	0.45	1.73	-1.53
16.019	-0.261	-0.374	0.291	0.49	1.58	-1.36
16.117	-0.251	-0.369	0.268	0.62	1.61	-0.87
16.221	-0.252	-0.370	0.245	0.34	1.38	-0.22
16.318	-0.236	-0.363	0.218	0.15	0.68	0.20
16.422	-0.227	-0.360	0.191	0.29	0.64	0.33
16.522	-0.218	-0.359	0.168	0.00	1.09	0.49
16.622	-0.212	-0.356	0.147	0.32	1.63	0.51
16.718	-0.210	-0.352	0.124	0.41	1.19	0.57
16.822	-0.207	-0.354	0.106	0.55	1.05	0.79
16.921	-0.207	-0.356	0.088	-0.21	0.87	1.18
