# time(s)	x(m)	y(m)	z(m)	roll(deg)	pitch(deg)	yaw(deg)
4.323	0.051	-0.001	0.002	0.38	5.40	-1.11
4.425	0.044	-0.001	0.008	-0.83	2.68	-0.93
4.523	0.046	0.000	0.020	-0.11	1.27	-0.95
4.625	0.027	0.007	0.033	-0.15	0.11	-1.29
4.724	0.009	0.009	0.042	1.10	-1.43	-1.82
4.823	-0.008	0.008	0.067	-0.01	-3.63	-2.41
4.921	-0.013	0.006	0.088	0.40	-3.34	-2.72
5.024	-0.014	-0.002	0.110	-0.07	-1.53	-2.84
5.125	-0.011	-0.008	0.127	-0.48	-0.38	-2.73
5.226	-0.008	-0.016	0.135	-0.62	0.46	-2.25
5.325	-0.007	-0.018	0.148	-0.84	0.42	-1.49
5.423	-0.005	-0.018	0.169	-0.82	0.15	-0.73
5.523	-0.004	-0.031	0.198	-0.55	0.07	-0.08
5.624	0.002	-0.026	0.230	-0.72	0.11	0.45
5.724	0.010	-0.026	0.267	-0.25	0.17	0.90
5.822	0.009	-0.022	0.300	-0.12	0.58	1.34
5.922	0.008	-0.018	0.328	0.24	0.39	1.59
6.022	0.007	-0.011	0.359	0.52	0.17	1.57
6.124	0.005	-0.007	0.384	0.59	-0.10	1.41
6.223	0.005	-0.006	0.410	0.63	-0.27	1.11
6.322	0.006	0.003	0.440	0.69	-0.19	0.78
6.423	0.007	-0.001	0.477	0.59	-0.26	0.44
6.521	0.011	-0.011	0.507	0.43	-0.15	0.17
6.620	0.012	-0.016	0.526	-0.13	-0.15	-0.16
6.723	0.014	-0.027	0.539	-0.38	0.04	-0.43
6.821	0.013	-0.034	0.543	-0.72	0.00	-0.68
6.923	0.014	-0.036	0.544	-0.71	0.09	-0.95
7.024	0.016	-0.037	0.545	-0.47	0.16	-1.21
7.123	0.017	-0.036	0.545	-0.16	0.07	-1.48
7.223	0.019	-0.030	0.545	0.12	0.13	-1.64
7.319	0.016	-0.023	0.547	0.32	0.10	-1.70
7.424	0.016	-0.022	0.546	0.48	0.03	-1.68
7.527	0.013	-0.031	0.547	0.23	-0.01	-1.65
7.626	0.012	-0.035	0.550	-0.22	-0.12	-1.64
7.723	0.004	-0.045	0.549	-0.36	-0.20	-1.63
7.823	0.003	-0.052	0.550	-0.52	-0.38	-1.53
7.923	-0.001	-0.057	0.551	-0.53	-0.20	-1.44
8.023	-0.001	-0.056	0.552	-0.52	-0.14	-1.38
8.123	-0.000	-0.052	0.553	-5.12	-0.15	-1.38
8.222	0.000	-0.048	0.565	-11.69	0.88	-1.18
8.320	-0.008	-0.000	0.568	-10.17	1.88	-1.10
8.422	-0.016	0.050	0.558	-7.44	3.32	-1.08
8.521	-0.023	0.091	0.544	-3.24	3.92	-1.11
8.620	-0.032	0.143	0.543	-0.02	4.42	-1.15
8.722	-0.044	0.182	0.551	2.29	4.35	-1.25
8.820	-0.067	0.219	0.552	3.12	4.32	-1.29
8.922	-0.087	0.256	0.552	3.28	3.89	-1.29
9.018	-0.123	0.288	0.548	3.24	3.85	-1.10
9.121	-0.170	0.321	0.544	3.20	3.51	-0.68
9.221	-0.216	0.345	0.540	3.60	2.96	-0.33
9.320	-0.267	0.372	0.538	3.76	2.07	-0.12
9.422	-0.316	0.380	0.539	4.20	1.34	-0.07
9.517	-0.368	0.382	0.538	4.31	0.91	-0.03
9.619	-0.420	0.382	0.541	4.30	0.44	0.07
9.721	-0.459	0.384	0.542	4.26	-0.18	0.18
9.822	-0.512	0.382	0.545	4.59	-0.36	0.23
9.919	-0.559	0.367	0.548	4.73	-0.86	0.34
10.022	-0.605	0.340	0.549	4.70	-1.25	0.47
10.122	-0.653	0.311	0.551	4.21	-1.92	0.74
10.222	-0.694	0.276	0.551	3.76	-2.59	0.96
10.318	-0.728	0.237	0.549	3.63	-3.67	1.26
10.421	-0.761	0.194	0.548	3.40	-3.73	1.08
10.520	-0.780	0.140	0.548	2.34	-3.96	0.47
10.620	-0.799	0.093	0.541	1.97	-4.08	0.29
10.722	-0.807	0.044	0.537	1.54	-3.67	0.42
10.817	-0.806	-0.004	0.538	0.66	-4.13	0.42
10.921	-0.807	-0.064	0.546	0.28	-3.86	0.65
11.019	-0.800	-0.121	0.550	0.09	-4.37	1.16
11.120	-0.797	-0.160	0.547	-0.86	-4.08	1.68
11.221	-0.782	-0.202	0.542	-0.43	-4.22	1.28
11.321	-0.765	-0.248	0.535	-0.62	-4.28	0.15
11.422	-0.742	-0.293	0.530	-2.77	-4.05	-0.71
11.542	-0.716	-0.331	0.527	-2.40	-3.28	-1.48
11.621	-0.673	-0.383	0.523	-2.75	-3.09	-1.85
11.736	-0.647	-0.417	0.520	-4.14	-3.39	-1.59
11.822	-0.638	-0.436	0.520	-7.68	-1.46	-3.64
11.920	-0.602	-0.445	0.526	-0.92	-2.28	-6.81
12.018	-0.573	-0.458	0.535	-3.69	-2.51	-9.03
12.118	-0.545	-0.470	0.547	-3.37	-1.77	-10.52
12.217	-0.508	-0.481	0.553	-2.73	-3.03	-10.95
12.321	-0.487	-0.489	0.555	-3.05	-3.27	-11.57
12.457	-0.461	-0.504	0.558	-6.19	-0.51	-13.90
12.521	-0.440	-0.499	0.560	-4.80	0.12	-14.89
12.620	-0.421	-0.500	0.559	-4.46	0.21	-14.30
12.717	-0.425	-0.486	0.552	-6.70	1.50	-13.35
12.817	-0.417	-0.467	0.549	-5.41	-0.75	-12.14
12.916	-0.420	-0.445	0.543	-6.95	0.72	-9.86
13.023	-0.430	-0.426	0.538	-6.57	-0.84	-8.87
13.119	-0.436	-0.387	0.525	-1.52	0.46	-8.78
13.220	-0.436	-0.361	0.514	9.91	1.69	-7.70
13.320	-0.430	-0.335	0.507	8.78	1.12	-5.72
13.419	-0.425	-0.332	0.499	7.22	1.42	-5.24
13.520	-0.422	-0.370	0.493	3.78	-0.34	-4.54
13.619	-0.424	-0.415	0.493	-0.85	0.40	-3.91
13.718	-0.417	-0.447	0.493	-4.42	0.04	-2.06
13.815	-0.402	-0.463	0.498	-4.35	-0.82	-2.18
13.919	-0.382	-0.454	0.504	-2.39	0.45	-1.94
14.016	-0.366	-0.449	0.510	-3.25	1.38	-1.76
14.116	-0.347	-0.424	0.513	0.09	1.68	-1.62
14.220	-0.331	-0.404	0.516	2.59	1.13	-1.48
14.328	-0.312	-0.397	0.518	2.45	1.30	0.12
14.418	-0.293	-0.382	0.520	2.43	1.57	2.25
14.516	-0.272	-0.380	0.520	1.12	1.44	4.18
14.619	-0.251	-0.373	0.519	0.48	1.72	5.90
14.716	-0.229	-0.379	0.517	-0.47	1.64	6.60
14.819	-0.209	-0.387	0.518	-0.33	1.76	5.96
14.919	-0.191	-0.387	0.516	-0.44	1.44	5.31
15.018	-0.169	-0.373	0.513	-1.38	1.78	4.52
15.115	-0.160	-0.365	0.506	1.43	0.54	3.76
15.218	-0.137	-0.355	0.494	0.73	1.52	3.92
15.317	-0.117	-0.354	0.478	0.89	1.08	4.81
15.415	-0.100	-0.347	0.457	0.69	2.03	5.51
15.519	-0.088	-0.347	0.434	0.38	1.32	5.55
15.618	-0.065	-0.345	0.411	0.26	1.26	5.36
15.720	-0.046	-0.346	0.389	-0.17	0.97	4.87
15.818	-0.032	-0.343	0.363	-0.24	1.05	4.62
15.922	-0.023	-0.340	0.339	-0.11	0.88	4.50
16.018	-0.010	-0.338	0.318	-0.07	0.89	4.05
16.119	0.000	-0.333	0.298	0.21	0.67	3.49
16.215	0.013	-0.329	0.274	0.39	0.77	2.99
16.319	0.023	-0.328	0.252	0.44	0.74	2.72
16.419	0.033	-0.327	0.229	-0.02	0.87	2.65
16.517	0.040	-0.328	0.204	-0.37	1.07	2.95
16.614	0.044	-0.344	0.182	-0.84	1.07	3.51
16.717	0.047	-0.343	0.161	-1.46	0.74	4.34
16.819	0.047	-0.330	0.140	-0.99	0.43	5.02
16.918	0.047	-0.323	0.126	0.39	0.57	5.15
17.017	0.046	-0.316	0.112	0.55	0.09	4.92
