# time(s)	x(m)	y(m)	z(m)	roll(deg)	pitch(deg)	yaw(deg)
3.939	0.004	0.024	0.001	-0.44	2.86	-1.67
4.038	0.018	0.022	0.003	0.67	7.82	-1.63
4.136	0.021	0.012	0.003	-0.62	3.50	-1.60
4.239	0.011	0.009	0.005	-0.41	4.07	-1.42
4.336	0.004	0.013	0.013	-0.85	0.51	-1.42
4.440	-0.006	0.015	0.024	0.04	-0.90	-1.63
4.537	-0.020	0.013	0.041	0.13	-1.76	-2.28
4.643	-0.020	0.017	0.071	0.38	-2.26	-3.08
4.737	-0.020	0.015	0.092	0.43	-1.21	-3.43
4.836	-0.020	0.010	0.102	0.52	-0.55	-3.48
4.940	-0.018	0.015	0.111	-0.49	-0.04	-3.39
5.091	-0.014	0.010	0.120	0.22	0.22	-2.98
5.138	-0.012	0.005	0.131	-0.18	0.48	-2.57
5.235	-0.008	-0.000	0.152	-0.34	0.49	-2.22
5.333	-0.006	-0.008	0.180	-0.55	0.45	-1.81
5.437	-0.011	-0.005	0.213	-0.92	0.45	-1.25
5.536	-0.007	-0.002	0.243	-0.21	-0.23	-0.70
5.634	-0.010	-0.014	0.275	-0.03	-0.19	-0.41
5.738	-0.001	-0.015	0.302	-0.01	-0.46	-0.21
5.836	0.003	-0.017	0.329	-0.18	0.10	-0.03
5.936	0.010	-0.019	0.359	-0.21	0.45	0.14
6.034	0.010	-0.028	0.387	-0.08	0.77	0.24
6.138	0.011	-0.030	0.419	-0.24	0.52	0.22
6.238	0.011	-0.034	0.449	-0.35	0.30	-0.09
6.336	0.010	-0.035	0.481	-0.20	0.08	-0.54
6.437	0.007	-0.047	0.510	-0.26	-0.29	-0.99
6.535	0.007	-0.052	0.527	-0.38	-0.25	-1.30
6.635	0.006	-0.050	0.536	-0.54	-0.31	-1.50
6.736	0.011	-0.041	0.540	-0.39	-0.10	-1.61
6.836	0.009	-0.042	0.542	-0.02	-0.04	-1.71
6.937	0.005	-0.025	0.539	-0.03	0.05	-1.79
7.037	0.006	-0.019	0.540	0.43	-0.05	-1.82
7.138	0.005	-0.009	0.541	0.54	-0.04	-1.91
7.235	0.008	-0.006	0.541	0.70	-0.04	-2.01
7.334	0.008	0.002	0.543	0.58	0.13	-2.09
7.435	0.010	-0.001	0.546	0.43	0.03	-2.04
7.535	0.008	-0.009	0.546	0.22	0.18	-1.95
7.637	0.008	-0.016	0.547	-0.27	-0.06	-1.77
7.734	0.007	-0.032	0.550	-0.42	0.06	-1.51
7.837	0.007	-0.032	0.550	-0.74	-0.13	-1.32
7.937	0.004	-0.033	0.550	-0.56	-0.08	-1.06
8.035	0.014	-0.026	0.553	-9.17	-0.20	-0.80
8.138	0.002	-0.021	0.571	-10.59	1.04	-0.18
8.236	-0.003	0.012	0.567	-9.91	2.18	0.19
8.337	-0.018	0.050	0.554	-5.91	3.68	0.29
8.435	-0.023	0.095	0.540	-2.96	4.29	0.09
8.537	-0.029	0.140	0.536	0.22	4.74	-0.26
8.635	-0.051	0.192	0.544	2.00	4.55	-0.72
8.733	-0.072	0.237	0.547	2.94	4.15	-0.81
8.837	-0.109	0.286	0.546	3.44	3.83	-0.62
8.934	-0.143	0.322	0.546	3.81	3.28	-0.32
9.033	-0.190	0.347	0.543	3.93	2.79	0.11
9.136	-0.236	0.377	0.540	3.96	2.54	0.58
9.238	-0.287	0.396	0.540	4.30	1.84	0.99
9.336	-0.328	0.396	0.539	4.35	1.48	1.14
9.434	-0.381	0.399	0.541	4.16	1.00	1.23
9.536	-0.452	0.397	0.544	4.04	0.23	1.33
9.632	-0.506	0.395	0.545	4.16	-0.70	1.36
9.736	-0.554	0.382	0.547	4.35	-1.28	1.48
9.836	-0.599	0.358	0.550	4.50	-1.54	1.64
9.934	-0.642	0.324	0.550	4.34	-1.66	1.63
10.034	-0.676	0.295	0.550	3.63	-1.92	1.51
10.135	-0.708	0.258	0.549	3.25	-2.22	1.38
10.232	-0.733	0.216	0.548	2.96	-2.50	1.60
10.336	-0.759	0.172	0.544	3.08	-2.82	2.23
10.435	-0.778	0.125	0.542	2.48	-3.26	2.80
10.532	-0.793	0.074	0.537	2.19	-4.10	2.77
10.636	-0.798	0.023	0.540	1.81	-4.59	2.19
10.735	-0.801	-0.028	0.539	1.00	-4.32	1.53
10.833	-0.801	-0.084	0.540	0.57	-4.27	1.10
10.980	-0.797	-0.135	0.538	-0.32	-4.19	0.77
11.036	-0.791	-0.187	0.536	-0.83	-2.26	0.04
11.135	-0.777	-0.236	0.534	-4.17	-3.79	-1.72
11.235	-0.769	-0.286	0.532	-0.14	-2.00	-4.37
11.331	-0.748	-0.330	0.531	-1.64	-4.87	-4.76
11.435	-0.744	-0.373	0.529	-3.87	-2.05	-4.73
11.535	-0.738	-0.413	0.529	-3.00	-3.67	-4.33
11.631	-0.728	-0.445	0.537	-6.21	-4.54	-2.65
11.735	-0.721	-0.470	0.547	-3.11	-6.65	-0.77
11.833	-0.712	-0.485	0.547	-5.83	-1.39	0.80
11.932	-0.699	-0.496	0.551	-5.93	-7.32	2.28
12.032	-0.708	-0.487	0.551	-1.32	-4.88	4.45
12.135	-0.694	-0.480	0.551	-4.80	-5.82	6.50
12.233	-0.691	-0.460	0.552	-5.42	-0.76	6.86
12.331	-0.682	-0.442	0.556	-4.65	-3.08	5.25
12.436	-0.680	-0.414	0.560	-5.68	-1.00	2.90
12.534	-0.703	-0.372	0.564	-2.45	-3.07	-2.07
12.635	-0.701	-0.350	0.561	-1.49	-3.13	-7.48
12.730	-0.690	-0.332	0.557	0.66	-4.07	-12.24
12.835	-0.690	-0.308	0.552	-1.94	-2.62	-15.44
12.932	-0.684	-0.281	0.543	-3.78	-0.39	-16.25
13.035	-0.681	-0.277	0.532	1.79	-0.04	-16.12
13.131	-0.664	-0.248	0.523	3.34	-0.24	-15.27
13.233	-0.647	-0.242	0.512	8.63	2.60	-15.62
13.334	-0.635	-0.234	0.503	6.63	2.43	-13.77
13.434	-0.625	-0.248	0.493	1.22	2.82	-11.62
13.530	-0.613	-0.256	0.488	2.05	1.68	-8.71
13.630	-0.600	-0.275	0.487	-4.74	1.56	-5.90
13.732	-0.583	-0.285	0.490	-2.33	-1.28	-6.91
13.830	-0.573	-0.284	0.490	-0.24	0.79	-6.63
13.934	-0.547	-0.306	0.490	-2.42	0.74	-4.63
14.034	-0.526	-0.308	0.490	-2.65	1.81	-3.37
14.131	-0.499	-0.311	0.493	-0.86	2.34	-5.69
14.234	-0.485	-0.299	0.493	3.16	1.58	-8.78
14.333	-0.471	-0.300	0.494	3.31	1.35	-9.83
14.434	-0.454	-0.307	0.496	1.37	1.74	-10.84
14.530	-0.442	-0.317	0.498	-0.45	-0.44	-10.99
14.634	-0.432	-0.324	0.499	0.57	3.74	-11.24
14.732	-0.414	-0.335	0.499	1.14	-1.59	-10.99
14.831	-0.409	-0.347	0.502	-5.90	2.24	-9.53
14.930	-0.394	-0.357	0.503	-0.02	0.42	-9.35
15.029	-0.383	-0.346	0.496	-0.85	0.25	-9.07
15.132	-0.362	-0.342	0.485	1.51	1.15	-6.53
15.233	-0.344	-0.350	0.472	-1.68	2.22	-4.53
15.330	-0.334	-0.342	0.459	0.03	-0.51	-4.41
15.433	-0.317	-0.347	0.443	0.08	1.76	-3.72
15.532	-0.303	-0.342	0.425	1.57	0.74	-1.70
15.631	-0.282	-0.349	0.406	-0.26	1.80	0.94
15.731	-0.268	-0.345	0.384	-0.19	1.32	3.01
15.832	-0.258	-0.348	0.358	-0.34	1.31	4.69
15.929	-0.242	-0.344	0.333	-0.35	0.82	6.03
16.032	-0.223	-0.342	0.311	0.15	0.50	6.71
16.130	-0.207	-0.338	0.289	-0.15	0.90	7.05
16.229	-0.193	-0.334	0.266	-0.08	0.83	6.87
16.333	-0.177	-0.331	0.244	-0.26	1.33	6.27
16.431	-0.163	-0.329	0.224	-0.26	1.59	5.39
16.530	-0.152	-0.325	0.196	-0.05	1.60	4.32
16.632	-0.140	-0.322	0.173	0.35	1.75	3.46
16.731	-0.134	-0.319	0.147	0.22	1.83	3.15
16.832	-0.132	-0.321	0.121	0.62	2.12	3.46
16.932	-0.133	-0.321	0.098	-0.19	1.22	3.58
